TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT,PER_CAPITA_INCOME
0,,00081339,89,73,0,R,2,44,U,M,5,1,M,20,5,638,358,82,0,29,35,30,0,0,A,1,0.176,12.33,0.25,11,3,2,16,23,55,97,10,9.7,10,15,5,15,5,12,16,89,9.7,5,14752
0,,00081347,137,80,0,T,2,40,H,F,3,1,B,11,6,563,326,94,0,46,21,34,1,0,A,1,0.111,15,0,0,2,0,19,30,67,115,10,11.5,10,20,10,20,6,14,19,96,11.5,6,13913
1,20,00081350,17,,0,R,2,49,U,M,,0,N,0,,500,272,82,0,31,33,32,0,0,F,1,0.143,20,0,0,1,0,19,6,15,20,1,20,0,20,20,20,4,10,19,19,20,0,12017
0,,00081351,137,78,0,R,2,49,U,M,3,0,P,0,2,446,257,80,0,31,33,32,0,0,A,1,0.136,17.33,0.091,20,3,1,25,30,62,109,11,9.91,19,20,1,20,6,11,25,131,9.91,5,11441
0,,00081355,29,49,0,R,3,51,H,F,4,1,B,13,,339,221,80,0,24,30,30,0,0,N,1,0.091,20,0.2,20,1,1,23,7,17,20,1,20,0,20,20,20,3,8,23,23,20,1,9326
0,,00081370,29,41,0,R,3,51,H,F,2,0,P,0,,301,183,77,0,28,28,36,0,0,A,3,0.214,23.33,0.143,20,3,1,16,11,26,85,4,21.25,10,25,15,25,6,14,16,29,21.25,1,8738
0,,00081374,65,51,0,R,3,51,U,M,2,0,P,0,2,401,247,83,0,24,30,25,1,1,S,2,0.15,10,0.111,8,3,1,19,21,52,93,13,7.15,9,12,3,12,6,13,19,64,7.15,5,9226
0,,00081390,77,,0,C,2,27,U,U,,0,N,0,,555,241,59,0,20,31,26,1,0,A,4,0.25,5.6,0.3,6,5,3,21,21,54,65,12,5.42,5,8,3,5,6,12,21,65,5.42,6,10336
0,,00081399,125,55,0,C,2,27,U,M,1,0,P,0,,555,241,59,0,20,31,26,1,0,A,4,0.25,6.6,0.333,6,5,3,16,24,63,71,13,5.46,9,11,2,5,6,14,16,123,5.46,8,10336
0,,00081404,29,,0,R,2,45,H,F,1,1,B,4,,504,203,64,0,25,8,33,0,0,N,1,0.091,23,0.2,23,1,1,23,8,19,23,1,23,0,23,23,23,4,10,23,23,23,1,11610
0,,00081415,113,87,0,R,2,45,U,M,1,1,P,0,2,381,237,74,0,26,34,33,0,0,A,1,0.111,15,0,0,2,0,18,17,45,58,6,9.67,15,20,5,20,6,14,18,104,9.67,2,11016
0,,00081424,41,,0,R,2,45,U,M,4,1,M,0,3,403,238,72,0,27,25,37,0,0,A,1,0.105,17.5,0.125,10,2,1,18,14,35,45,3,15,15,25,10,25,6,13,18,44,15,2,11103
0,,00081435,65,81,0,R,3,53,U,F,2,0,P,0,3,391,222,79,0,27,25,28,1,0,A,2,0.19,26.25,0.3,26.67,4,3,18,19,53,136,7,19.43,26,31,5,31,6,13,18,65,19.43,5,10695
0,,00081463,113,78,0,T,2,36,U,F,,0,N,0,3,391,204,70,0,31,22,36,0,0,A,1,0.045,41,0,0,1,0,27,26,67,142,9,15.78,37,41,4,41,5,12,27,111,15.78,3,10356
0,,00081466,137,71,0,T,2,40,U,M,4,1,M,31,,474,327,82,0,25,19,41,0,0,A,4,0.357,6.2,0.429,7,5,3,21,21,45,50,11,4.55,10,11,1,5,4,7,21,130,4.55,8,15052
0,,00081468,137,84,0,T,2,37,U,F,1,1,M,16,6,492,272,80,0,34,29,41,1,0,A,2,0.136,26.67,0,0,3,0,15,34,77,249,17,14.65,25,30,5,25,6,13,15,126,14.65,8,14259
0,,00081481,137,59,0,R,2,45,U,F,2,1,P,0,,463,214,68,0,30,28,38,0,0,A,1,0.118,20,0.25,20,2,2,21,28,63,77,8,9.63,15,20,5,20,6,13,21,112,9.63,6,11142
0,,00081483,137,,0,R,2,43,U,F,1,0,M,1,2,463,214,68,0,22,43,38,1,1,S,4,0.273,10,0.273,10,6,3,15,34,78,179,24,7.46,7,10,3,10,6,13,15,124,7.46,12,11142
0,,00081504,89,75,0,R,2,45,H,M,2,0,B,0,0,461,156,76,0,45,18,45,1,1,S,3,0.2,9,0.3,8.67,4,3,21,25,65,154,24,6.42,5,10,5,10,6,12,21,86,6.42,12,7977
0,,00081511,137,39,0,R,2,45,H,F,4,1,B,0,1,429,203,82,0,42,20,50,1,1,S,3,0.182,9.5,0.091,10,4,1,15,28,64,92,12,7.67,12,15,3,10,6,13,15,130,7.67,5,10304
0,,00081516,41,69,0,R,2,49,H,F,2,1,B,3,,470,279,87,0,28,32,35,0,0,A,2,0.167,12.33,0.25,11,3,2,18,13,33,52,5,10.4,10,15,5,15,6,13,18,40,10.4,3,11055
1,10,00081520,125,80,0,R,3,53,U,F,1,1,B,1,1,428,215,74,0,31,25,43,1,0,A,2,0.188,11.67,0.111,15,3,1,16,29,64,131,15,8.73,10,15,5,15,6,11,16,119,8.73,9,10674
0,,00081525,53,60,0,R,2,46,H,F,6,1,B,10,3,429,232,68,0,32,27,37,0,0,E,1,0.071,16,0,0,1,0,15,13,33,36,3,12,6,16,10,16,3,9,15,51,12,1,11632
1,3,00081527,113,82,0,R,2,46,U,F,,0,N,0,3,429,232,68,0,32,27,37,1,0,A,2,0.105,8.5,0.125,5,2,1,15,26,65,100,13,7.69,7,12,5,5,4,10,15,111,7.69,12,11632
0,,00081563,29,65,0,R,3,53,U,M,1,1,P,0,,423,174,75,1,41,27,41,0,0,A,1,0.167,11,0.2,17,2,1,21,8,22,22,2,11,12,17,5,17,4,10,21,31,11,1,9356
0,,00081572,65,55,0,T,2,36,H,F,6,1,P,0,2,556,268,88,0,29,29,38,1,11,A,1,0.105,14,0.222,14,2,2,21,19,49,87,7,12.43,5,15,10,15,6,13,21,65,12.43,5,10205
1,5,00081600,41,,0,R,2,45,U,F,,0,N,0,,582,173,84,0,37,26,46,1,1,S,2,0.211,12,0.222,11.5,4,2,24,15,33,68,7,9.71,10,15,5,13,6,11,24,41,9.71,4,8740
0,,00081601,17,47,0,S,3,21,H,M,3,0,P,0,,341,223,75,0,38,28,48,0,0,F,1,0.25,20,0,0,1,0,15,6,12,20,1,20,0,20,20,20,5,10,15,15,20,0,10543
0,,00081609,41,37,0,T,3,41,H,M,4,1,B,1,,321,255,84,0,31,16,52,1,0,A,4,0.333,8.67,0.4,8.75,6,4,19,15,34,80,10,8,5,10,5,10,6,12,18,40,8,5,13345
0,,00081611,53,,0,R,2,49,H,M,6,0,B,0,,453,285,85,0,36,31,30,0,0,A,3,0.2,6.25,0.222,5,4,2,16,15,40,37,6,6.17,5,10,5,5,5,12,16,53,6.17,3,11221
1,3,00081616,65,,0,U,3,09,H,F,4,0,P,0,,1429,191,55,0,33,21,43,1,0,A,4,0.438,4.14,0.429,4,7,3,16,17,47,51,14,3.64,2,5,3,3,6,16,5,65,3.64,7,12752
0,,00081621,89,,0,S,2,16,U,M,3,1,M,1,7,505,355,86,0,42,38,48,0,0,A,1,0.136,16.67,0.091,10,3,1,19,23,54,85,8,10.63,22,25,3,25,6,13,19,89,10.63,4,14536
1,12,00081630,137,,0,C,3,31,U,F,,0,N,0,0,182,78,14,0,29,45,43,1,1,S,3,0.35,5.29,0.4,4.75,7,4,18,30,67,74,17,4.35,5,7,2,7,5,12,18,123,4.35,12,8279
0,,00081639,29,,0,R,3,53,U,M,2,0,M,1,,343,144,72,0,42,33,34,0,0,A,1,0.154,12.5,0.2,15,2,1,20,8,23,25,2,12.5,5,15,10,15,4,10,20,32,12.5,1,7364
1,15,00081649,29,,0,C,1,24,U,F,,1,N,0,,405,209,34,0,38,19,55,0,0,N,1,0.143,15,0.333,15,1,1,22,5,15,15,1,15,0,15,15,15,3,10,22,22,15,1,10328
0,,00081659,41,38,0,C,2,25,U,F,3,1,M,0,8,723,288,62,0,29,12,62,1,0,A,3,0.313,10.4,0.375,10.67,5,3,18,14,36,57,6,9.5,7,12,5,10,6,14,18,45,9.5,4,13170
0,,00081676,89,71,0,C,2,26,U,F,2,1,P,0,2,1590,668,80,2,29,10,59,1,1,S,3,0.227,10,0.182,12.5,5,2,18,24,63,158,21,7.52,12,15,3,10,6,13,18,89,7.52,7,31019
0,,00081692,125,,0,C,2,27,U,F,1,1,P,0,,448,83,8,0,15,0,36,1,1,S,3,0.167,5,0,0,3,0,15,28,67,62,15,4.13,4,6,2,5,4,11,15,123,4.13,8,6878
0,,00081694,137,83,0,T,2,39,H,M,4,0,B,3,4,700,306,89,0,20,21,24,0,0,A,1,0.067,25,0,0,1,0,19,22,55,70,5,14,20,25,5,25,6,13,19,96,14,1,13052
0,,00081695,137,27,0,C,2,27,H,F,2,1,B,22,6,576,292,59,0,22,30,30,1,11,A,2,0.158,10,0,0,3,0,15,30,65,88.5,16,5.53,8,10,2,10,5,12,15,128,5.53,8,12762
0,,00081696,137,67,0,S,3,21,U,F,,0,N,0,1,447,246,62,0,34,25,19,1,1,S,3,0.333,4.71,0.3,4.67,7,3,18,32,78,178.25,41,4.35,9,10,1,5,4,9,18,124,4.35,21,9945
0,,00081700,137,76,0,C,2,27,H,F,3,1,B,18,6,576,292,59,0,22,30,30,1,1,S,4,0.333,5,0.273,5,7,3,16,31,75,112,32,3.5,3,5,2,5,4,9,16,128,3.5,18,12762
0,,00081710,113,43,0,R,2,44,H,F,6,1,B,4,,797,397,84,1,27,33,33,0,0,A,2,0.1,10.5,0,0,2,0,18,25,62,87,14,6.21,8,11,3,11,5,12,18,111,6.21,5,15559
1,11,00081712,125,40,0,S,1,12,H,M,4,1,B,3,9,946,481,95,0,32,13,27,1,12,A,2,0.105,11,0.125,12,2,1,15,29,74,147,21,7,17,20,3,12,5,12,15,125,7,10,18144
0,,00081726,41,47,0,C,2,28,H,M,5,1,B,2,,748,325,57,0,33,43,32,1,0,A,4,0.368,4.86,0.4,4.5,7,4,18,15,32,37,8,4.63,3,6,3,5,6,12,18,40,4.63,5,14847
0,,00081730,65,65,0,C,2,28,H,M,4,1,B,15,6,748,325,57,0,33,43,32,0,0,A,1,0.1,17.5,0.111,15,2,1,17,17,40,55,4,13.75,10,20,10,20,6,12,17,54,13.75,3,14847
0,,00081742,125,55,0,C,2,27,H,M,4,1,B,2,7,524,397,83,0,35,7,12,1,5,A,1,0.095,17,0,0,2,0,26,29,74,270,19,14.21,16,21,5,20,5,11,26,124,14.21,8,13466
0,,00081743,137,49,0,C,2,27,H,M,4,1,B,2,,669,372,79,0,35,28,33,1,0,A,3,0.167,8.33,0.25,10,3,2,15,29,66,99,12,8.25,9,12,3,5,6,13,15,109,8.25,9,13547
0,,00081757,29,53,0,C,2,25,H,F,4,1,M,15,,499,254,26,0,23,20,21,0,0,A,2,0.188,18.33,0,0,3,0,18,12,27,58,4,14.5,37,40,3,40,6,13,18,31,14.5,0,14679
0,,00081789,41,53,0,R,2,44,U,M,5,1,P,0,8,806,408,91,1,29,42,10,0,0,A,1,0.053,25,0,0,1,0,18,16,37,75,2,37.5,25,50,25,25,6,14,18,45,37.5,1,14888
0,,00081803,137,52,0,C,2,27,H,F,4,1,B,7,6,565,341,75,0,41,35,33,1,1,S,3,0.238,8.6,0.3,8.33,5,3,15,34,82,205,35,5.86,5,10,5,10,6,13,15,126,5.86,18,12488
0,,00081806,29,,0,R,2,49,U,F,1,0,P,0,,479,278,84,0,37,32,25,0,0,A,1,0.118,25,0.125,30,2,1,24,12,28,50,2,25,10,30,20,30,6,13,24,32,25,1,10207
0,,00081807,17,44,0,R,3,51,U,M,6,0,B,1,,366,285,61,0,22,27,35,0,0,F,1,0.2,20,0.5,20,1,1,17,6,14,20,1,20,0,20,20,20,5,11,17,17,20,1,9464
0,,00081817,113,56,0,R,2,45,H,U,5,0,B,8,9,402,194,66,0,34,12,39,1,0,A,1,0.091,50,0,0,2,0,21,28,72,313,11,28.45,70,75,5,25,6,14,21,104,28.45,5,10667
1,45,00081823,29,57,0,R,2,48,U,M,,0,N,0,,470,234,70,0,30,26,31,0,0,N,1,0.1,25,0.25,25,1,1,24,7,18,25,1,25,0,25,25,25,4,10,24,24,25,1,12277
0,,00081836,29,45,0,C,3,30,H,F,5,0,B,5,,353,197,52,0,30,38,19,0,0,A,2,0.133,43,0.143,63,2,1,22,11,26,111,3,37,40,63,23,25,6,13,18,31,37,1,8879
0,,00081844,41,27,0,C,3,30,H,F,3,0,P,0,,477,227,37,0,21,48,14,1,0,A,3,0.263,8,0.444,7.5,5,4,17,14,35,45,6,7.5,5,10,5,8,6,13,17,41,7.5,5,9346
0,,00081861,113,46,0,C,2,27,H,F,5,1,B,10,4,735,447,94,0,40,36,27,1,1,S,2,0.143,20,0.2,19,3,2,18,27,65,127,9,14.11,17,22,5,22,6,13,18,111,14.11,8,15772
0,,00081869,137,83,0,C,2,27,H,M,2,1,B,12,,524,311,92,2,33,16,52,0,0,A,1,0.077,15,0,0,1,0,26,23,52,59,6,9.83,10,15,5,15,4,10,26,124,9.83,5,11846
0,,00081879,113,79,0,R,2,46,H,M,3,1,B,4,5,619,241,86,0,29,22,52,1,1,S,2,0.25,6.6,0.273,6.67,5,3,18,31,72,121,22,5.5,7,10,3,8,6,12,18,113,5.5,14,11778
0,,00081890,77,74,0,R,3,53,U,F,,0,N,0,0,377,183,84,0,44,19,49,0,0,A,1,0.095,17,0,0,2,0,19,22,54,95,7,13.57,10,20,10,20,6,13,19,74,13.57,2,9956
0,,00081893,17,43,0,R,2,44,U,F,1,0,P,0,,635,348,81,0,28,36,20,0,0,N,2,0.286,27.5,0.333,30,2,1,17,7,20,55,2,27.5,5,30,25,30,6,13,17,20,27.5,1,13302
0,,00081937,137,55,0,C,2,25,U,F,4,0,P,0,5,584,291,57,0,23,35,29,0,0,A,1,0.118,16,0.143,18,2,1,23,26,63,104,9,11.56,8,18,10,18,5,11,23,121,11.56,4,12720
1,20,00081945,29,33,0,S,1,12,H,M,6,0,P,0,,840,458,93,0,34,42,17,0,0,A,2,0.167,15,0.167,25,2,1,21,10,23,45,3,15,20,25,5,15,6,13,18,28,15,1,20327
1,14,00081985,53,31,0,R,2,43,U,M,,1,N,0,4,486,274,76,0,36,23,35,1,1,S,3,0.227,9.8,0.364,9.75,5,4,20,19,47,83,11,7.55,8,11,3,11,6,12,20,52,7.55,6,11085
0,,00082004,29,,0,T,2,36,U,M,2,1,P,0,,578,265,64,0,25,28,35,1,0,A,3,0.286,10.5,0.571,10.5,4,4,16,11,25,42,4,10.5,2,12,10,12,6,13,16,29,10.5,4,13474
0,,00082010,89,74,0,T,2,36,H,M,6,1,B,0,4,524,260,70,0,26,30,33,1,1,S,4,0.611,3.09,0.5,3.4,11,5,15,25,58,86,29,2.97,3,5,2,3,6,13,15,89,2.97,15,11789
1,18,00082015,125,68,0,R,2,49,H,F,4,0,P,0,5,543,306,85,0,30,30,12,1,0,A,2,0.25,14,0.333,16,3,2,17,15,47,131,12,10.92,15,20,5,20,4,8,17,123,10.92,8,11140
0,,00082017,137,76,0,T,2,40,H,M,4,1,B,13,7,623,328,74,2,32,53,39,0,0,A,1,0.105,12.5,0,0,2,0,18,30,68,90,10,9,10,15,5,15,5,12,18,126,9,5,15506
1,12,00082026,77,75,0,T,2,36,H,F,6,1,B,0,,506,270,76,0,26,46,37,0,0,A,2,0.111,12.5,0,0,2,0,18,17,48,43,5,8.6,11,15,4,15,5,11,18,69,8.6,2,12940
1,3,00082040,137,73,0,R,2,45,U,M,4,0,P,0,1,493,213,79,0,36,22,46,1,1,S,4,0.429,3.22,0.727,2.5,9,8,18,32,77,115,43,2.67,8,9,1,9,5,10,18,128,2.67,26,10815
0,,00082050,137,,0,R,2,48,U,F,,0,N,0,2,496,218,79,0,39,25,43,1,11,A,1,0.105,11,0,0,2,0,18,31,80,257,27,9.52,13,16,3,12,5,13,18,126,9.52,11,11252
0,,00082057,77,64,0,T,1,35,H,M,4,1,B,3,9,1563,672,96,0,30,38,14,1,0,A,1,0.067,25,0.167,25,1,1,16,19,47,63,5,12.6,22,25,3,25,5,12,16,75,12.6,4,22756
0,,00082058,137,87,0,T,1,35,U,F,6,0,P,0,,1368,662,93,0,27,13,25,1,1,S,3,0.263,8.4,0.444,8,5,4,18,32,76,116,19,6.11,8,10,2,10,6,13,18,130,6.11,13,24322
0,,00082060,29,,0,T,2,40,U,M,5,1,B,1,,854,356,73,0,67,11,70,1,0,A,4,0.364,8,0.667,8,4,4,17,10,26,38,5,7.6,4,9,5,6,6,14,15,29,7.6,4,15693
1,10,00082065,137,61,0,T,2,40,H,M,4,1,B,1,8,737,506,94,0,40,42,0,0,0,A,2,0.143,11,0,0,3,0,17,29,66,93,11,8.45,8,13,5,10,5,12,17,116,8.45,4,13295
0,,00082079,17,65,0,R,2,46,H,M,4,1,B,8,,677,292,75,0,30,29,35,0,0,N,2,0.286,18,0.333,21,2,1,16,7,19,36,2,18,6,21,15,21,6,14,16,20,18,1,12122
0,,00082080,29,49,0,R,2,46,U,F,2,0,P,0,,912,358,76,0,24,16,55,0,0,A,1,0.154,12.5,0.167,10,2,1,18,9,21,25,2,12.5,5,15,10,15,4,10,18,29,12.5,1,21596
0,,00082085,77,,0,R,2,44,H,M,5,0,P,0,6,790,376,94,0,42,50,13,0,0,A,1,0.111,35,0.125,50,2,1,15,20,55,120,6,20,45,50,5,50,5,12,15,71,20,3,12925
0,,00082111,17,49,0,S,2,18,H,M,7,1,B,3,,750,426,97,0,39,30,12,0,0,F,1,0.143,25,0.333,25,1,1,20,7,16,25,1,25,0,25,25,25,5,11,20,20,25,1,14505
0,,00082119,125,56,0,T,2,40,U,M,,0,N,0,8,866,474,94,0,42,43,5,1,3,A,1,0.1,15,0.2,15,2,2,21,28,62,94,12,7.83,18,20,2,10,6,13,21,124,7.83,9,15057
1,10,00082121,137,72,0,T,2,40,H,F,2,1,B,9,6,915,380,94,0,25,49,0,1,1,S,4,0.4,7.5,0.455,9,8,5,16,33,75,182,28,6.5,18,20,2,5,6,14,16,120,6.5,17,14936
0,,00082137,17,33,0,T,2,40,H,F,5,0,B,1,,870,428,97,0,25,48,7,0,0,F,1,0.2,25,0.5,25,1,1,16,6,14,25,1,25,0,25,25,25,5,12,16,16,25,1,12982
1,10,00082141,77,59,0,S,2,18,H,F,7,0,P,0,,1027,444,97,0,28,47,9,0,0,A,2,0.2,9.25,0.333,8.67,4,3,22,20,53,85,10,8.5,10,15,5,10,6,12,22,68,8.5,5,14926
0,,00082155,113,82,0,T,1,35,U,F,,0,N,0,7,1102,447,92,1,30,38,22,1,1,S,2,0.182,13,0.273,12.67,4,3,24,28,63,135,14,9.64,9,14,5,14,6,11,24,105,9.64,9,16694
1,5,00082196,137,77,0,R,2,45,H,F,5,1,B,9,,405,212,82,0,34,29,33,0,0,A,3,0.167,5,0.125,5,3,1,15,28,68,77,13,5.92,7,10,3,5,5,12,15,123,5.92,7,9715
0,,00082202,41,52,0,T,2,40,H,M,3,1,B,2,7,969,416,93,0,29,46,9,1,1,S,4,0.409,12.78,0.364,12.25,9,4,19,17,42,171,16,10.69,10,15,5,6,6,13,17,44,10.69,5,14484
0,,00082206,29,,0,?,?,.,U,M,4,0,B,0,,675,322,91,0,0,0,0,0,0,N,3,0.3,9,0.4,10,3,2,18,9,24,27,3,9,10,15,5,7,6,14,18,24,9,2,12914
0,,00082212,89,87,0,T,2,36,U,F,2,1,M,17,3,520,250,73,0,37,19,52,1,1,S,4,0.389,3.43,0.556,3.2,7,5,15,18,46,40,14,2.86,5,6,1,3,5,11,15,88,2.86,9,12841
0,,00082216,29,,0,R,2,48,U,M,2,0,M,0,,575,168,89,0,64,21,68,0,0,A,3,0.2,8,0.286,7,3,2,17,11,27,34,4,8.5,5,10,5,10,6,14,17,30,8.5,2,10257
0,,00082219,89,84,0,T,2,40,H,M,3,1,B,12,8,1391,665,92,0,41,33,17,1,1,S,4,0.333,10,0.364,10,7,4,16,24,61,120,13,9.23,5,10,5,10,6,15,16,81,9.23,10,22033
0,,00082234,65,72,0,T,2,40,H,F,3,1,B,1,8,974,494,95,0,33,53,14,1,1,S,4,0.318,7.86,0.545,7.5,7,6,20,20,52,86,13,6.62,7,10,3,6,6,14,18,57,6.62,8,15295
0,,00082235,65,34,0,C,1,24,H,M,4,1,P,0,8,1178,489,86,0,25,49,6,0,0,A,4,0.273,7.5,0.273,6.67,6,3,18,20,49,72,11,6.55,5,10,5,10,6,14,18,57,6.55,5,16621
1,8,00082248,53,75,0,R,2,44,U,M,2,1,B,0,4,480,157,82,0,49,12,59,1,2,F,4,0.294,5.8,0.5,6,5,4,16,19,51,71,12,5.92,2,7,5,7,7,19,6,52,5.92,9,9020
0,,00082252,137,66,0,T,1,35,H,M,7,1,B,6,8,1189,535,95,0,38,34,15,1,11,A,1,0.111,13,0.143,14,2,1,19,27,65,111,13,8.54,9,14,5,14,4,11,19,128,8.54,10,17285
0,,00082264,101,43,0,R,2,45,U,F,5,0,P,0,2,502,216,79,0,35,31,33,0,0,A,1,0.067,20,0,0,1,0,18,19,52,76,7,10.86,15,20,5,20,4,13,18,90,10.86,3,9998
0,,00082270,77,,0,S,2,17,U,M,,0,N,0,0,836,271,50,1,31,34,9,1,0,A,1,0.182,11.25,0.273,8.33,4,3,20,24,56,88,9,9.78,17,20,3,20,6,14,20,76,9.78,4,13085
0,,00082297,137,74,0,T,1,34,U,M,1,1,M,1,7,782,341,68,0,30,29,44,1,1,S,4,0.65,3.77,0.636,4.14,13,7,15,32,80,142,44,3.23,3,5,2,4,5,11,15,125,3.23,21,16193
0,,00082307,53,,0,T,2,37,U,U,,0,N,0,5,746,170,51,0,33,25,36,0,0,A,1,0.125,20,0.25,20,2,2,24,15,34,60,4,15,10,20,10,20,4,7,24,53,15,4,15303
1,15,00082313,137,70,0,T,2,36,U,F,,0,N,0,3,569,276,85,0,34,22,59,1,0,A,1,0.158,13.67,0.222,14,3,2,20,27,61,107,11,9.73,10,15,5,15,6,13,20,119,9.73,7,12795
0,,00082317,17,47,0,R,2,45,U,M,4,1,B,1,,523,228,80,0,33,24,40,0,0,F,1,0.25,21,0.5,21,1,1,19,6,13,21,1,21,0,21,21,21,5,11,19,19,21,1,10212
0,,00082333,113,81,0,T,2,36,U,F,7,0,B,7,4,713,86,6,0,42,35,30,1,12,A,1,0.105,11,0,0,2,0,18,26,70,159,16,9.94,7,12,5,10,5,12,18,105,9.94,9,11569
0,,00082357,89,70,0,S,3,21,H,M,5,1,B,3,5,687,315,92,0,34,22,37,1,0,A,1,0.053,25,0,0,1,0,18,23,57,101,6,16.83,20,25,5,25,6,13,18,79,16.83,3,12907
0,,00082362,77,,0,T,2,40,U,M,6,1,B,0,8,935,458,95,1,31,28,32,0,0,A,2,0.158,18.67,0.222,18,3,2,16,19,50,81,5,16.2,10,20,10,20,6,13,16,66,16.2,3,15800
0,,00082367,29,67,0,S,3,21,U,F,2,1,B,3,,685,313,67,0,29,0,10,1,1,S,3,0.25,6.75,0.375,7.33,4,3,18,12,29,37,5,7.4,5,10,5,10,6,13,18,33,7.4,4,13103
0,,00082371,65,28,0,S,3,21,H,M,6,0,P,0,3,686,275,73,0,35,10,35,1,1,S,2,0.095,13,0.1,14,2,1,22,22,54,100,10,10,9,14,5,14,6,12,22,61,10,6,12830
0,,00082373,77,37,0,S,2,16,H,M,3,1,B,7,7,899,381,90,0,39,15,57,0,0,A,1,0.063,17,0.2,17,1,1,24,12,36,38,4,9.5,12,17,5,17,4,9,24,77,9.5,2,16977
0,,00082377,101,75,0,S,2,16,U,M,,0,N,0,7,899,381,90,0,39,15,57,1,0,A,1,0.056,20,0.111,20,1,1,17,23,61,113,9,12.56,15,20,5,20,6,13,17,93,12.56,7,16977
0,,00082402,29,28,0,R,2,49,U,F,,1,N,0,,865,423,93,0,33,37,8,0,0,A,1,0.118,14,0.286,14,2,2,24,10,24,28,2,14,2,15,13,15,4,9,24,33,14,2,13787
0,,00082407,89,60,0,R,2,44,H,M,5,1,P,0,5,790,376,94,0,42,50,13,0,0,A,1,0.105,15,0.222,15,2,2,21,22,55,77,8,9.63,12,15,3,15,5,11,21,79,9.63,4,12925
0,,00082409,41,,0,T,2,36,H,M,4,1,B,10,2,699,393,85,0,31,31,57,1,0,A,3,0.409,9.78,0.545,9.67,9,6,21,18,40,118,13,9.08,6,11,5,9,6,12,21,44,9.08,7,14925
0,,00082441,29,,0,R,2,44,U,F,2,0,P,0,,790,376,94,0,34,39,18,0,0,A,3,0.267,12,0.143,10,4,1,17,11,27,48,4,12,5,15,10,11,6,13,17,30,12,1,12925
0,,00082446,113,6,0,R,2,49,U,F,4,1,B,0,5,781,313,72,0,32,36,16,1,1,S,2,0.182,18.75,0.182,20,4,2,20,31,75,221,15,14.73,20,25,5,10,6,13,20,104,14.73,8,12456
0,,00082447,113,55,0,R,2,44,H,M,4,0,P,0,5,845,392,90,0,34,39,18,0,0,A,1,0.19,20,0.273,20,4,3,21,28,61,135,8,16.88,10,20,10,20,6,13,21,113,16.88,6,13613
1,5,00082457,137,44,0,U,3,09,H,F,2,1,B,2,,687,230,29,0,30,26,21,1,1,S,3,0.278,5.4,0.714,5.4,5,5,17,28,72,87.25,19,4.59,5.75,7,1.25,7,5,12,17,127,4.59,16,11087
0,,00082466,77,,0,U,2,07,U,F,,1,N,0,,696,319,65,0,36,28,38,1,0,A,4,0.25,8.4,0.3,7.33,5,3,19,23,58,118,17,6.94,7,10,3,10,6,15,19,72,6.94,8,17275
0,,00082473,77,71,0,U,4,10,H,F,5,1,B,2,0,455,204,44,0,36,33,26,1,1,S,1,0.143,8.33,0.091,10,3,1,20,23,58,136,18,7.56,8,10,2,10,6,13,20,67,7.56,7,6897
0,,00082479,17,7,0,U,3,08,H,F,1,1,B,24,,584,224,68,2,24,56,13,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1,10148
0,,00082495,65,67,0,C,1,22,U,F,5,0,P,0,5,577,221,61,0,14,27,30,0,0,A,4,0.263,18,0.375,20,5,3,18,15,41,106,7,15.14,20,25,5,25,6,14,18,57,15.14,4,11674
0,,00082503,113,,0,U,2,04,H,F,2,1,B,3,2,623,199,31,0,39,25,22,1,1,S,2,0.222,12.75,0.444,12.75,4,4,17,27,63,106,15,7.07,14,16,2,15,6,13,17,104,7.07,12,14773
0,,00082516,53,,0,U,1,03,U,F,,0,N,0,9,996,370,61,0,21,31,37,1,1,S,3,0.2,8.75,0.222,12.5,4,2,15,18,43,45,6,7.5,10,15,5,5,6,13,15,51,7.5,3,12951
